YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2004-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.093,1,0.093,1,0.310,1,0.15,0
2004-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.093,1,0.093,1,0.310,1,0.15,0
2004-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.093,1,0.093,1,0.310,1,0.15,0
2004-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.093,1,0.093,1,0.310,1,0.15,0
2004-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.093,1,0.093,1,0.310,1,0.15,0
2004-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.093,1,0.093,1,0.310,1,0.15,0
2004-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.093,1,0.093,1,0.310,1,0.15,0
2004-01-01,8:00,86.8,125.3,58,1049,16,1,9,151,1,21,8,1,9,14,10,13,16,13,10,14,10,19,16,13,10,-9900,99,-9900,99,-9900,99,0.6,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,9:00,79.6,134.8,254,1415,137,0,9,412,0,21,63,0,9,81,10,55,16,71,10,106,10,244,16,62,10,-9900,99,-9900,99,-9900,99,0.7,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,10:00,72.7,147.1,420,1415,254,0,9,574,0,21,83,0,9,201,10,274,16,119,10,221,10,436,16,91,10,-9900,99,-9900,99,-9900,99,0.8,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,11:00,67.9,160.8,533,1415,315,0,9,490,0,21,130,0,9,280,10,330,16,155,10,312,10,535,16,111,10,-9900,99,-9900,99,-9900,99,0.8,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,12:00,65.6,175.6,585,1415,382,0,9,638,0,21,118,0,9,289,10,170,16,219,10,356,10,572,16,120,10,-9900,99,-9900,99,-9900,99,0.9,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,13:00,66.2,190.7,571,1415,379,0,9,696,0,21,98,0,9,269,10,85,16,235,10,344,10,561,16,117,10,-9900,99,-9900,99,-9900,99,0.9,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,14:00,69.6,205.1,493,1415,338,0,9,719,0,21,87,0,9,247,10,304,16,141,10,279,10,500,16,104,10,-9900,99,-9900,99,-9900,99,0.9,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,15:00,75.4,218.2,357,1415,229,0,9,626,0,21,71,0,9,142,10,260,16,77,10,173,10,368,16,80,10,-9900,99,-9900,99,-9900,99,0.9,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,16:00,83.0,229.9,173,1415,93,0,9,377,0,21,47,0,9,53,10,78,16,43,10,60,10,131,16,44,10,-9900,99,-9900,99,-9900,99,1.0,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,17:00,88.7,237.0,11,483,3,1,9,58,1,21,1,1,9,1,10,1,16,1,10,1,10,1,16,1,10,-9900,99,-9900,99,-9900,99,0.9,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.093,1,0.215,1,0.310,1,0.15,0
2004-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.093,1,0.215,1,0.302,1,0.15,0
2004-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.093,1,0.215,1,0.302,1,0.15,0
