YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
1998-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,1,0.093,1,0.065,1,0.405,1,0.15,0
1998-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,1,0.093,1,0.065,1,0.405,1,0.15,0
1998-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,1,0.093,1,0.065,1,0.405,1,0.15,0
1998-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,1,0.093,1,0.065,1,0.405,1,0.15,0
1998-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.093,1,0.065,1,0.405,1,0.15,0
1998-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.093,1,0.065,1,0.405,1,0.15,0
1998-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.093,1,0.065,1,0.320,1,0.15,0
1998-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.093,1,0.065,1,0.320,1,0.15,0
1998-01-02,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,1,0.093,1,0.065,1,0.320,1,0.15,0
1998-01-02,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,1,0.093,1,0.065,1,0.320,1,0.15,0
1998-01-02,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,1,0.093,1,0.065,1,0.320,1,0.15,0
1998-01-02,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,1,0.093,1,0.065,1,0.320,1,0.15,0
1998-01-02,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,1,0.093,1,0.065,1,0.320,1,0.15,0
1998-01-02,8:00,86.8,125.1,58,1049,7,1,9,0,1,21,7,1,9,7,10,0,16,7,10,22,10,222,16,10,10,-9900,99,-9900,99,-9900,99,1.1,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,9:00,79.6,134.6,254,1415,62,0,9,0,0,21,62,0,9,47,10,0,16,47,10,139,10,603,16,31,10,-9900,99,-9900,99,-9900,99,1.2,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,10:00,72.7,146.9,421,1415,162,0,9,104,0,21,131,0,9,85,10,0,16,85,10,267,10,760,16,41,10,-9900,99,-9900,99,-9900,99,1.2,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,11:00,67.8,160.6,535,1415,183,0,9,60,0,21,160,0,9,112,10,0,16,112,10,362,10,829,16,49,10,-9900,99,-9900,99,-9900,99,1.2,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,12:00,65.5,175.4,587,1415,368,0,9,415,0,21,196,0,9,125,10,0,16,125,10,406,10,853,16,52,10,-9900,99,-9900,99,-9900,99,1.2,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,13:00,66.0,190.5,574,1415,191,0,9,50,0,21,171,0,9,168,10,35,16,154,10,395,10,847,16,51,10,-9900,99,-9900,99,-9900,99,1.3,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,14:00,69.4,205.0,497,1415,142,0,9,21,0,21,135,0,9,233,24,328,27,118,24,329,10,806,16,46,10,-9900,99,-9900,99,-9900,99,1.3,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,15:00,75.2,218.1,362,1415,192,0,9,319,0,21,110,0,9,121,10,258,16,55,10,219,10,711,16,37,10,-9900,99,-9900,99,-9900,99,1.3,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,16:00,82.8,229.8,177,1415,67,0,9,136,0,21,50,0,9,60,24,80,27,50,24,86,10,488,16,25,10,-9900,99,-9900,99,-9900,99,1.4,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,17:00,88.5,237.1,13,507,3,1,9,22,1,21,2,1,9,3,24,18,27,2,24,4,10,82,16,2,10,-9900,99,-9900,99,-9900,99,1.4,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.4,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-02,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.044,1,0.320,1,0.15,0
1998-01-03,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.044,1,0.293,1,0.15,0
1998-01-03,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.044,1,0.293,1,0.15,0
1998-01-03,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.044,1,0.293,1,0.15,0
1998-01-03,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.044,1,0.293,1,0.15,0
1998-01-03,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.044,1,0.293,1,0.15,0
1998-01-03,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.044,1,0.293,1,0.15,0
1998-01-03,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,1,0.093,1,0.044,1,0.293,1,0.15,0
1998-01-03,8:00,86.8,124.9,58,1049,17,1,9,111,1,21,11,1,9,8,10,0,16,8,10,20,10,167,16,11,10,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,9:00,79.6,134.5,255,1415,152,0,9,306,0,21,97,0,9,43,10,0,16,43,10,133,10,537,16,36,10,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,10:00,72.6,146.7,422,1415,200,0,9,254,0,21,124,0,9,119,10,85,16,93,10,259,10,705,16,49,10,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,11:00,67.7,160.5,536,1415,275,0,9,327,0,21,151,0,9,304,24,442,27,136,24,353,10,780,16,57,10,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,12:00,65.4,175.3,589,1415,330,0,9,403,0,21,162,0,9,334,24,463,27,141,24,398,10,808,16,61,10,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,13:00,65.9,190.4,577,1415,293,0,9,293,0,21,173,0,9,342,25,549,28,118,25,387,10,802,16,60,10,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,14:00,69.3,204.9,500,1415,231,0,9,156,0,21,176,0,9,289,24,379,27,155,24,323,10,759,16,55,10,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,15:00,75.0,218.1,365,1415,169,0,9,240,0,21,107,0,9,182,24,370,27,87,24,214,10,659,16,44,10,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,16:00,82.7,229.8,181,1415,100,0,9,253,0,21,68,0,9,38,10,49,16,31,10,84,10,427,16,30,10,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,17:00,88.5,237.1,14,531,4,1,9,44,1,21,3,1,9,2,10,4,16,2,10,4,10,58,16,2,10,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-03,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.063,1,0.293,1,0.15,0
1998-01-04,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.063,1,0.289,1,0.15,0
1998-01-04,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.063,1,0.289,1,0.15,0
1998-01-04,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.063,1,0.289,1,0.15,0
1998-01-04,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.063,1,0.289,1,0.15,0
1998-01-04,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.063,1,0.289,1,0.15,0
1998-01-04,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.063,1,0.289,1,0.15,0
1998-01-04,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.063,1,0.289,1,0.15,0
1998-01-04,8:00,86.8,124.8,58,1049,17,1,9,185,1,21,7,1,9,21,10,177,16,11,10,22,10,222,16,10,10,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,9:00,79.6,134.3,255,1415,152,0,9,508,0,21,60,0,9,97,10,358,16,32,10,139,10,600,16,31,10,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,10:00,72.6,146.6,423,1415,287,0,9,647,0,21,93,0,9,239,10,576,16,67,10,268,10,756,16,41,10,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,11:00,67.6,160.3,538,1415,321,0,9,464,0,21,144,0,9,113,24,0,27,113,24,362,10,824,16,49,10,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,12:00,65.3,175.2,591,1415,311,0,9,298,0,21,186,0,9,126,10,0,16,126,10,408,10,850,16,52,10,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,13:00,65.8,190.3,580,1415,227,0,9,89,0,21,191,0,9,123,10,0,16,123,10,397,10,844,16,52,10,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,14:00,69.2,204.8,503,1415,201,0,9,105,0,21,164,0,9,105,10,0,16,105,10,333,10,806,16,47,10,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,15:00,74.9,218.0,368,1415,214,0,9,422,0,21,104,0,9,73,10,0,16,73,10,224,10,713,16,38,10,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,16:00,82.5,229.8,184,1415,93,0,9,342,0,21,48,0,9,32,11,0,16,32,11,91,10,498,16,26,10,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,17:00,88.4,237.2,15,554,4,1,9,62,1,21,2,1,9,2,10,0,16,2,10,5,10,93,16,2,10,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-04,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.289,1,0.15,0
1998-01-05,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.293,1,0.15,0
1998-01-05,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.293,1,0.15,0
1998-01-05,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.5,1,0.093,1,0.044,1,0.293,1,0.15,0
1998-01-05,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.044,1,0.293,1,0.15,0
1998-01-05,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.044,1,0.293,1,0.15,0
1998-01-05,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.044,1,0.293,1,0.15,0
1998-01-05,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.044,1,0.293,1,0.15,0
1998-01-05,8:00,86.8,124.6,58,1049,15,1,9,95,1,21,10,1,9,8,10,0,16,8,10,20,10,165,16,11,10,-9900,99,-9900,99,-9900,99,1.6,1,0.093,1,0.064,1,0.293,1,0.15,0
1998-01-05,9:00,79.6,134.2,256,1415,130,0,9,261,0,21,83,0,9,43,10,0,16,43,10,134,10,536,16,37,10,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.064,1,0.293,1,0.15,0
1998-01-05,10:00,72.5,146.5,425,1415,144,0,9,58,0,21,127,0,9,67,10,0,16,67,10,261,10,704,16,49,10,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.064,1,0.293,1,0.15,0
1998-01-05,11:00,67.6,160.2,540,1415,346,0,9,487,0,21,160,0,9,91,24,0,27,91,24,355,10,778,16,58,10,-9900,99,-9900,99,-9900,99,1.7,1,0.093,1,0.064,1,0.293,1,0.15,0
1998-01-05,12:00,65.2,175.0,594,1415,385,0,9,621,0,21,124,0,9,170,10,124,16,118,10,400,10,805,16,62,10,-9900,99,-9900,99,-9900,99,1.8,1,0.093,1,0.064,1,0.293,1,0.15,0
1998-01-05,13:00,65.7,190.2,582,1415,418,0,9,724,0,21,120,0,9,183,11,102,16,141,11,390,10,799,16,62,10,-9900,99,-9900,99,-9900,99,1.8,1,0.093,1,0.064,1,0.293,1,0.15,0
1998-01-05,14:00,69.0,204.8,507,1415,354,0,9,757,0,21,83,0,9,283,10,473,16,114,10,327,10,756,16,56,10,-9900,99,-9900,99,-9900,99,1.9,1,0.093,1,0.064,1,0.293,1,0.15,0
1998-01-05,15:00,74.8,218.0,372,1415,245,0,9,656,0,21,72,0,9,194,10,482,16,68,10,218,10,657,16,45,10,-9900,99,-9900,99,-9900,99,1.9,1,0.093,1,0.064,1,0.293,1,0.15,0
1998-01-05,16:00,82.4,229.8,188,1415,105,0,9,419,0,21,49,0,9,84,10,400,16,30,10,88,10,431,16,31,10,-9900,99,-9900,99,-9900,99,2.0,1,0.093,1,0.064,1,0.293,1,0.15,0
1998-01-05,17:00,88.4,237.3,17,578,5,1,9,79,1,21,2,1,9,4,10,60,16,3,10,4,10,62,16,3,10,-9900,99,-9900,99,-9900,99,2.0,1,0.093,1,0.064,1,0.293,1,0.15,0
